,Date,Symbol,Momentum,Adj Close,Capitalization,Industry,Invest_Amount,Shares
7648,2015-10-14,CHENNPETRO,0.09881956155143339,199.87777709960938,SMALLCAP,OIL & GAS,19763.912310286676,99.0
7647,2015-10-14,AEGISCHEM,0.09915682967959528,86.05050659179688,SMALLCAP,OIL & GAS,19831.365935919057,230.0
7646,2015-10-14,NILKAMAL,0.09949409780775717,933.1085205078124,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,21.0
7645,2015-10-14,WELSPUNIND,0.09983136593591906,68.08650207519531,SMALLCAP,TEXTILES,19966.27318718381,293.0
7644,2015-10-14,BLISSGVS,0.10016863406408094,185.555908203125,SMALLCAP,PHARMA,20033.72681281619,108.0
7643,2015-10-14,KEI,0.10050590219224283,108.44480895996094,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.180438448566,185.0
7642,2015-10-14,TATAELXSI,0.10084317032040473,850.3048706054688,SMALLCAP,IT,20168.634064080947,24.0
7641,2015-10-14,CAPLIPOINT,0.10134907251264756,253.2575225830078,SMALLCAP,PHARMA,20269.814502529513,80.0
7640,2015-10-14,RAJESHEXPO,0.10134907251264756,630.1786499023438,MIDCAP,CONSUMER GOODS,20269.814502529513,32.0
7631,2015-10-13,CAPLIPOINT,0.10118043844856661,248.6267852783203,SMALLCAP,PHARMA,20236.087689713324,81.0
7632,2015-10-13,TATAELXSI,0.10084317032040473,847.7969970703125,SMALLCAP,IT,20168.634064080947,24.0
7630,2015-10-13,RAJESHEXPO,0.1015177065767285,623.2704467773438,MIDCAP,CONSUMER GOODS,20303.5413153457,33.0
7634,2015-10-13,KEI,0.10016863406408094,108.05313873291016,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.72681281619,185.0
7633,2015-10-13,BLISSGVS,0.10050590219224283,186.3290863037109,SMALLCAP,PHARMA,20101.180438448566,108.0
7635,2015-10-13,WELSPUNIND,0.09983136593591906,66.59722900390625,SMALLCAP,TEXTILES,19966.27318718381,300.0
7636,2015-10-13,NILKAMAL,0.09949409780775717,934.6884765625,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,21.0
7637,2015-10-13,CHENNPETRO,0.09915682967959528,202.6997985839844,SMALLCAP,OIL & GAS,19831.365935919057,98.0
7638,2015-10-13,AEGISCHEM,0.09881956155143339,86.05050659179688,SMALLCAP,OIL & GAS,19763.912310286676,230.0
7639,2015-10-13,VTL,0.0984822934232715,764.2467041015625,SMALLCAP,TEXTILES,19696.4586846543,26.0
7624,2015-10-12,KEI,0.10016863406408094,107.3187484741211,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.72681281619,187.0
7620,2015-10-12,RAJESHEXPO,0.1015177065767285,638.677001953125,MIDCAP,CONSUMER GOODS,20303.5413153457,32.0
7621,2015-10-12,CAPLIPOINT,0.10118043844856661,254.71685791015625,SMALLCAP,PHARMA,20236.087689713324,79.0
7622,2015-10-12,TATAELXSI,0.10084317032040473,820.602294921875,SMALLCAP,IT,20168.634064080947,25.0
7623,2015-10-12,BLISSGVS,0.10050590219224283,185.507568359375,SMALLCAP,PHARMA,20101.180438448566,108.0
7625,2015-10-12,WELSPUNIND,0.09983136593591906,68.57863616943361,SMALLCAP,TEXTILES,19966.27318718381,291.0
7626,2015-10-12,NILKAMAL,0.09949409780775717,932.1510620117188,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,21.0
7627,2015-10-12,AEGISCHEM,0.09915682967959528,85.90572357177734,SMALLCAP,OIL & GAS,19831.365935919057,231.0
7628,2015-10-12,BRITANNIA,0.09881956155143339,1478.3177490234375,LARGE,CONSUMER GOODS,19763.912310286676,13.0
7629,2015-10-12,JCHAC,0.0984822934232715,1438.451904296875,SMALLCAP,CONSUMER GOODS,19696.4586846543,14.0
7614,2015-10-09,TATAELXSI,0.10016863406408094,839.8134155273438,SMALLCAP,IT,20033.72681281619,24.0
7610,2015-10-09,CAPLIPOINT,0.1015177065767285,256.76565551757807,SMALLCAP,PHARMA,20303.5413153457,79.0
7611,2015-10-09,RAJESHEXPO,0.10118043844856661,636.3411865234375,MIDCAP,CONSUMER GOODS,20236.087689713324,32.0
7612,2015-10-09,KEI,0.10084317032040473,109.52191925048828,SMALLCAP,INDUSTRIAL MANUFACTURING,20168.634064080947,184.0
7613,2015-10-09,BLISSGVS,0.10050590219224283,189.5666046142578,SMALLCAP,PHARMA,20101.180438448566,106.0
7615,2015-10-09,NILKAMAL,0.09983136593591906,918.69775390625,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.27318718381,22.0
7617,2015-10-09,AEGISCHEM,0.09915682967959528,85.56787872314453,SMALLCAP,OIL & GAS,19831.365935919057,232.0
7618,2015-10-09,BRITANNIA,0.09881956155143339,1503.338623046875,LARGE,CONSUMER GOODS,19763.912310286676,13.0
7619,2015-10-09,RELAXO,0.0984822934232715,271.41656494140625,MIDCAP,CONSUMER GOODS,19696.4586846543,73.0
7616,2015-10-09,WELSPUNIND,0.09949409780775717,65.45461273193361,SMALLCAP,TEXTILES,19898.819561551434,304.0
7605,2015-10-08,NILKAMAL,0.09983136593591906,943.4976196289062,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.27318718381,21.0
7609,2015-10-08,CHENNPETRO,0.0984822934232715,206.84461975097656,SMALLCAP,OIL & GAS,19696.4586846543,95.0
7608,2015-10-08,AEGISCHEM,0.09881956155143339,87.11225891113281,SMALLCAP,OIL & GAS,19763.912310286676,227.0
7607,2015-10-08,JCHAC,0.09915682967959528,1427.6904296875,SMALLCAP,CONSUMER GOODS,19831.365935919057,14.0
7606,2015-10-08,WELSPUNIND,0.09949409780775717,70.7868423461914,SMALLCAP,TEXTILES,19898.819561551434,281.0
7604,2015-10-08,BLISSGVS,0.10016863406408094,190.9679718017578,SMALLCAP,PHARMA,20033.72681281619,105.0
7603,2015-10-08,TATAELXSI,0.10050590219224283,852.9506225585938,SMALLCAP,IT,20101.180438448566,24.0
7602,2015-10-08,KEI,0.10084317032040473,105.2135009765625,SMALLCAP,INDUSTRIAL MANUFACTURING,20168.634064080947,192.0
7601,2015-10-08,RAJESHEXPO,0.10118043844856661,644.2432861328125,MIDCAP,CONSUMER GOODS,20236.087689713324,31.0
7600,2015-10-08,CAPLIPOINT,0.1015177065767285,257.05563354492193,SMALLCAP,PHARMA,20303.5413153457,79.0
7591,2015-10-07,CAPLIPOINT,0.10134907251264756,281.39724731445307,SMALLCAP,PHARMA,20269.814502529513,72.0
7592,2015-10-07,TATAELXSI,0.10084317032040473,881.9398803710938,SMALLCAP,IT,20168.634064080947,23.0
7594,2015-10-07,BLISSGVS,0.10016863406408094,198.94107055664062,SMALLCAP,PHARMA,20033.72681281619,101.0
7590,2015-10-07,RAJESHEXPO,0.10134907251264756,631.0234375,MIDCAP,CONSUMER GOODS,20269.814502529513,32.0
7593,2015-10-07,KEI,0.10050590219224283,101.44363403320312,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.180438448566,198.0
7595,2015-10-07,WELSPUNIND,0.09983136593591906,73.7867660522461,SMALLCAP,TEXTILES,19966.27318718381,271.0
7596,2015-10-07,NILKAMAL,0.09949409780775717,925.3046875,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,22.0
7597,2015-10-07,JCHAC,0.09915682967959528,1468.6937255859375,SMALLCAP,CONSUMER GOODS,19831.365935919057,14.0
7598,2015-10-07,AEGISCHEM,0.09881956155143339,88.36705780029297,SMALLCAP,OIL & GAS,19763.912310286676,224.0
7599,2015-10-07,CHENNPETRO,0.0984822934232715,212.4886474609375,SMALLCAP,OIL & GAS,19696.4586846543,93.0
7585,2015-10-06,WELSPUNIND,0.09983136593591906,77.77952575683594,SMALLCAP,TEXTILES,19966.27318718381,257.0
7580,2015-10-06,RAJESHEXPO,0.1015177065767285,622.5250244140625,MIDCAP,CONSUMER GOODS,20303.5413153457,33.0
7581,2015-10-06,CAPLIPOINT,0.10118043844856661,283.28692626953125,SMALLCAP,PHARMA,20236.087689713324,71.0
7582,2015-10-06,TATAELXSI,0.10084317032040473,898.4361572265625,SMALLCAP,IT,20168.634064080947,22.0
7583,2015-10-06,KEI,0.10050590219224283,103.40200805664062,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.180438448566,194.0
7584,2015-10-06,BLISSGVS,0.10016863406408094,195.1719512939453,SMALLCAP,PHARMA,20033.72681281619,103.0
7586,2015-10-06,NILKAMAL,0.09949409780775717,943.689208984375,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,21.0
7587,2015-10-06,JCHAC,0.09915682967959528,1487.2772216796875,SMALLCAP,CONSUMER GOODS,19831.365935919057,13.0
7588,2015-10-06,CHENNPETRO,0.09881956155143339,208.5642852783203,SMALLCAP,OIL & GAS,19763.912310286676,95.0
7589,2015-10-06,ASHOKLEY,0.0984822934232715,81.02120208740234,MIDCAP,AUTOMOBILE,19696.4586846543,243.0
7574,2015-10-05,WELSPUNIND,0.10016863406408094,76.42719268798828,SMALLCAP,TEXTILES,20033.72681281619,262.0
7570,2015-10-05,RAJESHEXPO,0.1015177065767285,577.6968994140625,MIDCAP,CONSUMER GOODS,20303.5413153457,35.0
7571,2015-10-05,CAPLIPOINT,0.10118043844856661,275.8310546875,SMALLCAP,PHARMA,20236.087689713324,73.0
7572,2015-10-05,KEI,0.10084317032040473,103.255126953125,SMALLCAP,INDUSTRIAL MANUFACTURING,20168.634064080947,195.0
7573,2015-10-05,TATAELXSI,0.10050590219224283,894.0877075195312,SMALLCAP,IT,20101.180438448566,22.0
7575,2015-10-05,BLISSGVS,0.09983136593591906,193.9638977050781,SMALLCAP,PHARMA,19966.27318718381,103.0
7576,2015-10-05,JCHAC,0.09949409780775717,1497.2415771484375,SMALLCAP,CONSUMER GOODS,19898.819561551434,13.0
7577,2015-10-05,NILKAMAL,0.09915682967959528,958.4351196289062,SMALLCAP,INDUSTRIAL MANUFACTURING,19831.365935919057,21.0
7578,2015-10-05,AEGISCHEM,0.09881956155143339,89.38054656982422,SMALLCAP,OIL & GAS,19763.912310286676,221.0
7579,2015-10-05,ASHOKLEY,0.0984822934232715,81.3217544555664,MIDCAP,AUTOMOBILE,19696.4586846543,242.0
7569,2015-10-01,CHENNPETRO,0.0984822934232715,194.1014862060547,SMALLCAP,OIL & GAS,19696.4586846543,101.0
7568,2015-10-01,ASHOKLEY,0.09881956155143339,80.9353256225586,MIDCAP,AUTOMOBILE,19763.912310286676,244.0
7567,2015-10-01,JCHAC,0.09915682967959528,1482.294921875,SMALLCAP,CONSUMER GOODS,19831.365935919057,13.0
7566,2015-10-01,WELSPUNIND,0.09949409780775717,72.61846923828125,SMALLCAP,TEXTILES,19898.819561551434,274.0
7565,2015-10-01,NILKAMAL,0.09983136593591906,929.469970703125,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.27318718381,21.0
7564,2015-10-01,BLISSGVS,0.10016863406408094,177.48614501953125,SMALLCAP,PHARMA,20033.72681281619,113.0
7563,2015-10-01,TATAELXSI,0.10050590219224283,865.3515625,SMALLCAP,IT,20101.180438448566,23.0
7562,2015-10-01,CAPLIPOINT,0.10084317032040473,269.8812866210937,SMALLCAP,PHARMA,20168.634064080947,75.0
7561,2015-10-01,KEI,0.10118043844856661,95.81331634521484,SMALLCAP,INDUSTRIAL MANUFACTURING,20236.087689713324,211.0
7560,2015-10-01,RAJESHEXPO,0.1015177065767285,551.2572631835939,MIDCAP,CONSUMER GOODS,20303.5413153457,37.0
7551,2015-09-30,KEI,0.10118043844856661,94.5403823852539,SMALLCAP,INDUSTRIAL MANUFACTURING,20236.087689713324,214.0
7552,2015-09-30,CAPLIPOINT,0.10084317032040473,269.84393310546875,SMALLCAP,PHARMA,20168.634064080947,75.0
7554,2015-09-30,JCHAC,0.10016863406408094,1420.5660400390625,SMALLCAP,CONSUMER GOODS,20033.72681281619,14.0
7550,2015-09-30,RAJESHEXPO,0.1015177065767285,559.2089233398439,MIDCAP,CONSUMER GOODS,20303.5413153457,36.0
7553,2015-09-30,TATAELXSI,0.10050590219224283,865.0524291992188,SMALLCAP,IT,20101.180438448566,23.0
7555,2015-09-30,WELSPUNIND,0.09983136593591906,72.33600616455078,SMALLCAP,TEXTILES,19966.27318718381,276.0
7556,2015-09-30,BLISSGVS,0.09949409780775717,175.070068359375,SMALLCAP,PHARMA,19898.819561551434,114.0
7557,2015-09-30,NILKAMAL,0.09915682967959528,928.3687133789062,SMALLCAP,INDUSTRIAL MANUFACTURING,19831.365935919057,21.0
7558,2015-09-30,ASHOKLEY,0.09881956155143339,79.21786499023438,MIDCAP,AUTOMOBILE,19763.912310286676,249.0
7559,2015-09-30,CHENNPETRO,0.0984822934232715,196.5707244873047,SMALLCAP,OIL & GAS,19696.4586846543,100.0
7544,2015-09-29,JCHAC,0.10016863406408094,1331.6839599609375,SMALLCAP,CONSUMER GOODS,20033.72681281619,15.0
7540,2015-09-29,RAJESHEXPO,0.1015177065767285,551.853515625,MIDCAP,CONSUMER GOODS,20303.5413153457,37.0
7541,2015-09-29,KEI,0.10118043844856661,94.7362060546875,SMALLCAP,INDUSTRIAL MANUFACTURING,20236.087689713324,214.0
7542,2015-09-29,TATAELXSI,0.10084317032040473,860.6121215820312,SMALLCAP,IT,20168.634064080947,23.0
7543,2015-09-29,WELSPUNIND,0.10050590219224283,72.48151397705078,SMALLCAP,TEXTILES,20101.180438448566,277.0
7545,2015-09-29,CAPLIPOINT,0.09983136593591906,271.78970336914057,SMALLCAP,PHARMA,19966.27318718381,73.0
7546,2015-09-29,NILKAMAL,0.09949409780775717,933.5394287109376,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,21.0
7547,2015-09-29,BLISSGVS,0.09915682967959528,177.05125427246094,SMALLCAP,PHARMA,19831.365935919057,112.0
7548,2015-09-29,ASHOKLEY,0.09881956155143339,77.88683319091797,MIDCAP,AUTOMOBILE,19763.912310286676,254.0
7549,2015-09-29,CHENNPETRO,0.0984822934232715,197.54080200195312,SMALLCAP,OIL & GAS,19696.4586846543,100.0
7535,2015-09-28,CAPLIPOINT,0.09983136593591906,272.22940063476557,SMALLCAP,PHARMA,19966.27318718381,73.0
7530,2015-09-28,RAJESHEXPO,0.1015177065767285,547.2813110351561,MIDCAP,CONSUMER GOODS,20303.5413153457,37.0
7531,2015-09-28,TATAELXSI,0.10118043844856661,865.9267578125,SMALLCAP,IT,20236.087689713324,23.0
7532,2015-09-28,KEI,0.10084317032040473,97.52688598632812,SMALLCAP,INDUSTRIAL MANUFACTURING,20168.634064080947,207.0
7533,2015-09-28,WELSPUNIND,0.10050590219224283,71.23619079589844,SMALLCAP,TEXTILES,20101.180438448566,282.0
7534,2015-09-28,JCHAC,0.10016863406408094,1332.08251953125,SMALLCAP,CONSUMER GOODS,20033.72681281619,15.0
7537,2015-09-28,CHENNPETRO,0.09915682967959528,199.26046752929688,SMALLCAP,OIL & GAS,19831.365935919057,100.0
7538,2015-09-28,BLISSGVS,0.09881956155143339,175.9881591796875,SMALLCAP,PHARMA,19763.912310286676,112.0
7539,2015-09-28,ASHOKLEY,0.0984822934232715,77.75802612304688,MIDCAP,AUTOMOBILE,19696.4586846543,253.0
7536,2015-09-28,NILKAMAL,0.09949409780775717,909.792724609375,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,22.0
7524,2015-09-24,JCHAC,0.10016863406408094,1307.0223388671875,SMALLCAP,CONSUMER GOODS,20033.72681281619,15.0
7529,2015-09-24,ASHOKLEY,0.0984822934232715,78.23033142089844,MIDCAP,AUTOMOBILE,19696.4586846543,252.0
7528,2015-09-24,NILKAMAL,0.09881956155143339,931.8159790039062,SMALLCAP,INDUSTRIAL MANUFACTURING,19763.912310286676,21.0
7527,2015-09-24,CHENNPETRO,0.09915682967959528,198.5108642578125,SMALLCAP,OIL & GAS,19831.365935919057,100.0
7526,2015-09-24,BLISSGVS,0.09949409780775717,179.80560302734375,SMALLCAP,PHARMA,19898.819561551434,111.0
7525,2015-09-24,CAPLIPOINT,0.09983136593591906,275.00778198242193,SMALLCAP,PHARMA,19966.27318718381,73.0
7523,2015-09-24,WELSPUNIND,0.10050590219224283,72.73829650878906,SMALLCAP,TEXTILES,20101.180438448566,276.0
7522,2015-09-24,KEI,0.10084317032040473,96.84146881103516,SMALLCAP,INDUSTRIAL MANUFACTURING,20168.634064080947,208.0
7521,2015-09-24,TATAELXSI,0.10118043844856661,868.0894775390625,SMALLCAP,IT,20236.087689713324,23.0
7520,2015-09-24,RAJESHEXPO,0.1015177065767285,485.5058898925781,MIDCAP,CONSUMER GOODS,20303.5413153457,42.0
7512,2015-09-23,WELSPUNIND,0.10084317032040473,70.17487335205078,SMALLCAP,TEXTILES,20168.634064080947,287.0
7513,2015-09-23,KEI,0.10050590219224283,97.18417358398438,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.180438448566,207.0
7514,2015-09-23,JCHAC,0.10016863406408094,1317.9830322265625,SMALLCAP,CONSUMER GOODS,20033.72681281619,15.0
7511,2015-09-23,TATAELXSI,0.10118043844856661,871.6095581054688,SMALLCAP,IT,20236.087689713324,23.0
7510,2015-09-23,RAJESHEXPO,0.1015177065767285,455.9352416992188,MIDCAP,CONSUMER GOODS,20303.5413153457,45.0
7515,2015-09-23,CAPLIPOINT,0.09983136593591906,269.10482788085943,SMALLCAP,PHARMA,19966.27318718381,74.0
7516,2015-09-23,NILKAMAL,0.09949409780775717,919.9904174804688,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.819561551434,22.0
7518,2015-09-23,BLISSGVS,0.09881956155143339,180.6753845214844,SMALLCAP,PHARMA,19763.912310286676,109.0
7519,2015-09-23,AJANTPHARM,0.0984822934232715,1375.1630859375,MIDCAP,PHARMA,19696.4586846543,14.0
7517,2015-09-23,CHENNPETRO,0.09915682967959528,200.1864318847656,SMALLCAP,OIL & GAS,19831.365935919057,99.0
7504,2015-09-22,CAPLIPOINT,0.10016863406408094,272.42581176757807,SMALLCAP,PHARMA,20033.72681281619,74.0
7509,2015-09-22,AJANTPHARM,0.0984822934232715,1367.53125,MIDCAP,PHARMA,19696.4586846543,14.0
7508,2015-09-22,BLISSGVS,0.09881956155143339,172.84725952148438,SMALLCAP,PHARMA,19763.912310286676,114.0
7507,2015-09-22,CHENNPETRO,0.09915682967959528,197.8935546875,SMALLCAP,OIL & GAS,19831.365935919057,100.0
7506,2015-09-22,JCHAC,0.09949409780775717,1313.748291015625,SMALLCAP,CONSUMER GOODS,19898.819561551434,15.0
7505,2015-09-22,NILKAMAL,0.09983136593591906,894.520263671875,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.27318718381,22.0
7503,2015-09-22,KEI,0.10050590219224283,96.40082550048828,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.180438448566,209.0
7502,2015-09-22,WELSPUNIND,0.10084317032040473,71.02649688720703,SMALLCAP,TEXTILES,20168.634064080947,284.0
7501,2015-09-22,TATAELXSI,0.10118043844856661,864.891357421875,SMALLCAP,IT,20236.087689713324,23.0
7500,2015-09-22,RAJESHEXPO,0.1015177065767285,426.9112243652344,MIDCAP,CONSUMER GOODS,20303.5413153457,48.0
7491,2015-09-21,TATAELXSI,0.10118043844856661,882.3079223632812,SMALLCAP,IT,20236.087689713324,23.0
7492,2015-09-21,WELSPUNIND,0.10084317032040473,72.01506042480469,SMALLCAP,TEXTILES,20168.634064080947,280.0
7496,2015-09-21,JCHAC,0.09949409780775717,1324.310546875,SMALLCAP,CONSUMER GOODS,19898.819561551434,15.0
7490,2015-09-21,RAJESHEXPO,0.1015177065767285,415.7054443359375,MIDCAP,CONSUMER GOODS,20303.5413153457,49.0
7494,2015-09-21,NILKAMAL,0.10016863406408094,907.6383666992188,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.72681281619,22.0
7493,2015-09-21,KEI,0.10050590219224283,99.1425552368164,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.180438448566,203.0
7497,2015-09-21,CHENNPETRO,0.09915682967959528,196.2620849609375,SMALLCAP,OIL & GAS,19831.365935919057,101.0
7495,2015-09-21,CAPLIPOINT,0.09983136593591906,282.4169616699219,SMALLCAP,PHARMA,19966.27318718381,71.0
7498,2015-09-21,BBTC,0.09881956155143339,461.8248596191406,MIDCAP,CONSUMER GOODS,19763.912310286676,43.0
7499,2015-09-21,BLISSGVS,0.0984822934232715,180.9170227050781,SMALLCAP,PHARMA,19696.4586846543,109.0
7480,2015-09-18,RAJESHEXPO,0.1015177065767285,398.2025146484375,MIDCAP,CONSUMER GOODS,20303.5413153457,51.0
7489,2015-09-18,BBTC,0.0984822934232715,461.2287292480469,MIDCAP,CONSUMER GOODS,19696.4586846543,43.0
7488,2015-09-18,BLISSGVS,0.09881956155143339,173.66873168945312,SMALLCAP,PHARMA,19763.912310286676,114.0
7487,2015-09-18,CHENNPETRO,0.09915682967959528,192.8227386474609,SMALLCAP,OIL & GAS,19831.365935919057,103.0
7486,2015-09-18,JCHAC,0.09949409780775717,1319.2286376953125,SMALLCAP,CONSUMER GOODS,19898.819561551434,15.0
7485,2015-09-18,CAPLIPOINT,0.09983136593591906,286.55181884765625,SMALLCAP,PHARMA,19966.27318718381,70.0
7484,2015-09-18,NILKAMAL,0.10016863406408094,887.1473999023438,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.72681281619,23.0
7483,2015-09-18,KEI,0.10050590219224283,96.98833465576172,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.180438448566,207.0
7482,2015-09-18,WELSPUNIND,0.10084317032040473,75.13052368164062,SMALLCAP,TEXTILES,20168.634064080947,268.0
7481,2015-09-18,TATAELXSI,0.10118043844856661,863.695068359375,SMALLCAP,IT,20236.087689713324,23.0
7471,2015-09-16,TATAELXSI,0.10118043844856661,856.6087646484375,SMALLCAP,IT,20236.087689713324,24.0
7472,2015-09-16,KEI,0.10084317032040473,95.66644287109376,SMALLCAP,INDUSTRIAL MANUFACTURING,20168.634064080947,211.0
7474,2015-09-16,NILKAMAL,0.10016863406408094,847.3143310546875,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.72681281619,24.0
7470,2015-09-16,RAJESHEXPO,0.1015177065767285,379.9064025878906,MIDCAP,CONSUMER GOODS,20303.5413153457,53.0
7473,2015-09-16,WELSPUNIND,0.10050590219224283,72.90091705322266,SMALLCAP,TEXTILES,20101.180438448566,276.0
7475,2015-09-16,CHENNPETRO,0.09983136593591906,190.5298767089844,SMALLCAP,OIL & GAS,19966.27318718381,105.0
7476,2015-09-16,BLISSGVS,0.09949409780775717,169.89964294433594,SMALLCAP,PHARMA,19898.819561551434,117.0
7477,2015-09-16,CAPLIPOINT,0.09915682967959528,285.5788879394531,SMALLCAP,PHARMA,19831.365935919057,69.0
7478,2015-09-16,BRITANNIA,0.09881956155143339,1404.1790771484375,LARGE,CONSUMER GOODS,19763.912310286676,14.0
7479,2015-09-16,JCHAC,0.0984822934232715,1336.5665283203125,SMALLCAP,CONSUMER GOODS,19696.4586846543,15.0
7464,2015-09-15,NILKAMAL,0.10016863406408094,865.6030883789062,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.72681281619,23.0
7460,2015-09-15,RAJESHEXPO,0.1015177065767285,420.96124267578125,MIDCAP,CONSUMER GOODS,20303.5413153457,48.0
7461,2015-09-15,KEI,0.10118043844856661,95.02997589111328,SMALLCAP,INDUSTRIAL MANUFACTURING,20236.087689713324,213.0
7462,2015-09-15,WELSPUNIND,0.10084317032040473,73.35025024414062,SMALLCAP,TEXTILES,20168.634064080947,275.0
7463,2015-09-15,TATAELXSI,0.10050590219224283,882.1008911132812,SMALLCAP,IT,20101.180438448566,23.0
7465,2015-09-15,CAPLIPOINT,0.09983136593591906,286.4488830566406,SMALLCAP,PHARMA,19966.27318718381,70.0
7466,2015-09-15,CHENNPETRO,0.09949409780775717,190.9267120361328,SMALLCAP,OIL & GAS,19898.819561551434,104.0
7467,2015-09-15,BLISSGVS,0.09915682967959528,165.21240234375,SMALLCAP,PHARMA,19831.365935919057,120.0
7468,2015-09-15,BRITANNIA,0.09881956155143339,1435.774169921875,LARGE,CONSUMER GOODS,19763.912310286676,14.0
7469,2015-09-15,BBTC,0.0984822934232715,461.973876953125,MIDCAP,CONSUMER GOODS,19696.4586846543,43.0
7454,2015-09-14,BLISSGVS,0.10016920473773265,165.16409301757812,SMALLCAP,PHARMA,20033.84094754653,121.0
7450,2015-09-14,RAJESHEXPO,0.10152284263959391,446.9428405761719,MIDCAP,CONSUMER GOODS,20304.568527918782,45.0
7451,2015-09-14,KEI,0.10118443316412859,98.0654525756836,SMALLCAP,INDUSTRIAL MANUFACTURING,20236.886632825717,206.0
7452,2015-09-14,WELSPUNIND,0.10084602368866329,73.65409088134766,SMALLCAP,TEXTILES,20169.204737732656,274.0
7453,2015-09-14,NILKAMAL,0.10050761421319797,879.8701782226562,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,23.0
7455,2015-09-14,TATAELXSI,0.09983079526226735,919.9249267578124,SMALLCAP,IT,19966.15905245347,22.0
7457,2015-09-14,CHENNPETRO,0.09915397631133671,195.02745056152344,SMALLCAP,OIL & GAS,19830.795262267344,102.0
7458,2015-09-14,CAPLIPOINT,0.09881556683587141,291.7906494140625,SMALLCAP,PHARMA,19763.113367174283,68.0
7459,2015-09-14,AJANTPHARM,0.09847715736040609,1363.9794921875,MIDCAP,PHARMA,19695.431472081218,14.0
7456,2015-09-14,BRITANNIA,0.09949238578680203,1394.7601318359375,LARGE,CONSUMER GOODS,19898.477157360405,14.0
7445,2015-09-11,BBTC,0.09983079526226735,449.853271484375,MIDCAP,CONSUMER GOODS,19966.15905245347,44.0
7449,2015-09-11,CAPLIPOINT,0.09847715736040609,286.68280029296875,SMALLCAP,PHARMA,19695.431472081218,69.0
7448,2015-09-11,BRITANNIA,0.09881556683587141,1377.330810546875,LARGE,CONSUMER GOODS,19763.113367174283,14.0
7447,2015-09-11,TATAELXSI,0.09915397631133671,907.5700073242188,SMALLCAP,IT,19830.795262267344,22.0
7446,2015-09-11,CHENNPETRO,0.09949238578680203,197.8053741455078,SMALLCAP,OIL & GAS,19898.477157360405,101.0
7444,2015-09-11,BLISSGVS,0.10016920473773265,166.6137237548828,SMALLCAP,PHARMA,20033.84094754653,120.0
7443,2015-09-11,KEI,0.10050761421319797,97.91856384277344,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,205.0
7442,2015-09-11,WELSPUNIND,0.10084602368866329,74.00928497314453,SMALLCAP,TEXTILES,20169.204737732656,273.0
7441,2015-09-11,NILKAMAL,0.10118443316412859,865.172119140625,SMALLCAP,INDUSTRIAL MANUFACTURING,20236.886632825717,23.0
7440,2015-09-11,RAJESHEXPO,0.10152284263959391,456.2148742675781,MIDCAP,CONSUMER GOODS,20304.568527918782,45.0
7431,2015-09-10,WELSPUNIND,0.10135363790186125,70.46588134765625,SMALLCAP,TEXTILES,20270.72758037225,288.0
7432,2015-09-10,BLISSGVS,0.10084602368866329,165.16409301757812,SMALLCAP,PHARMA,20169.204737732656,122.0
7435,2015-09-10,BBTC,0.09983079526226735,442.4020690917969,MIDCAP,CONSUMER GOODS,19966.15905245347,45.0
7430,2015-09-10,RAJESHEXPO,0.10135363790186125,456.3140258789063,MIDCAP,CONSUMER GOODS,20270.72758037225,44.0
7433,2015-09-10,KEI,0.10050761421319797,95.7643585205078,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,210.0
7434,2015-09-10,NILKAMAL,0.10016920473773265,833.7174072265625,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,24.0
7437,2015-09-10,TATAELXSI,0.09915397631133671,887.070556640625,SMALLCAP,IT,19830.795262267344,22.0
